,phrase,label,sentiment,subjectivity,language,count
the end of January,the end of January,DATE,,,en,1.0
20,20,CARDINAL,,,en,1.0
seven meter,seven meter,QUANTITY,,,en,1.0
nine years,nine years,DATE,,,en,1.0
thousand,thousand,CARDINAL,,,en,1.0
around 110,around 110,CARDINAL,,,en,1.0
Civitella del Tronto,Civitella del Tronto,FAC,,,en,1.0
a few days ago,a few days ago,DATE,,,en,1.0
only 10%,only 10%,PERCENT,,,en,1.0
10001 mAh,10001 mAh,QUANTITY,,,en,1.0
"10,001 mAh","10,001 mAh",QUANTITY,,,en,1.0
spring weekends,spring weekends,DATE,,,en,1.0
Five hundred centuries-old,Five hundred centuries-old,DATE,,,en,1.0
between 19 and 22 January,between 19 and 22 January,DATE,,,en,1.0
almost 30 billion,almost 30 billion,CARDINAL,,,en,1.0
the next irrigation season,the next irrigation season,DATE,,,en,1.0
8 January,8 January,DATE,,,en,1.0
the Ice Stadium,the Ice Stadium,FAC,,,en,1.0
Monday 2 February,Monday 2 February,DATE,,,en,1.0
Weekend,Weekend,DATE,,,en,1.0
the early afternoon,the early afternoon,TIME,,,en,1.0
Udine,Udine,NORP,0.13333333333333333,0.39999999999999997,en,1.0
Sulcitana,Sulcitana,WORK_OF_ART,,,en,1.0
2km,2km,QUANTITY,,,en,1.0
about a meter,about a meter,QUANTITY,,,en,1.0
the Necropolis of San Giuliano,the Necropolis of San Giuliano,FAC,,,en,1.0
approximately 1500 metres,approximately 1500 metres,QUANTITY,,,en,1.0
150,150,CARDINAL,,,en,1.0
19th,19th,DATE,,,en,1.0
the Corriere dello Sport,the Corriere dello Sport,WORK_OF_ART,,,en,1.0
day,day,DATE,,,en,1.0
scudetto,scudetto,WORK_OF_ART,0.13636363636363635,0.45454545454545453,en,1.0
Milanese,Milanese,NORP,,,en,1.0
-23 degrees,-23 degrees,QUANTITY,,,en,1.0
the new year,the new year,DATE,,,en,1.0
This morning,This morning,TIME,,,en,1.0
the Sibillini Mountains National Park,the Sibillini Mountains National Park,FAC,,,en,1.0
almost an hour,almost an hour,TIME,,,en,1.0
Venetian,Venetian,NORP,,,en,1.0
summer,summer,DATE,,,en,1.0
The month,The month,DATE,,,en,1.0
only the month,only the month,DATE,,,en,1.0
this century,this century,DATE,,,en,1.0
this afternoon,this afternoon,TIME,,,en,1.0
Marturanum,Marturanum,NORP,,,en,1.0
between 2024 and 2025,between 2024 and 2025,DATE,,,en,1.0
late July,late July,DATE,,,en,1.0
about the night,about the night,TIME,,,en,1.0
30 years,30 years,DATE,,,en,1.0
Constellation,Constellation,PRODUCT,,,en,1.0
the first weekend of 2026,the first weekend of 2026,DATE,,,en,1.0
a month,a month,DATE,,,en,1.0
Start of the year,Start of the year,DATE,,,en,1.0
Three,Three,CARDINAL,,,en,1.0
eleven,eleven,CARDINAL,,,en,1.0
the last minutes,the last minutes,TIME,,,en,1.0
late in the morning,late in the morning,TIME,,,en,1.0
Piedmontese Alpine,Piedmontese Alpine,FAC,,,en,1.0
11,11,CARDINAL,,,en,1.0
7 meters,7 meters,QUANTITY,,,en,1.0
"tomorrow, Tuesday 6 January","tomorrow, Tuesday 6 January",DATE,,,en,1.0
Varaita,Varaita,NORP,,,en,1.0
Ivorian,Ivorian,NORP,,,en,1.0
7 hours,7 hours,TIME,,,en,1.0
"today, Saturday 10 January","today, Saturday 10 January",DATE,,,en,1.0
last weekend,last weekend,DATE,,,en,1.0
annual,annual,DATE,,,en,1.0
48 hours,48 hours,TIME,,,en,1.0
the last 48 hours,the last 48 hours,TIME,,,en,1.0
100 milliliters,100 milliliters,QUANTITY,,,en,1.0
187,187,CARDINAL,,,en,1.0
80 mm,80 mm,QUANTITY,,,en,1.0
60 mm,60 mm,QUANTITY,,,en,1.0
November 2020,November 2020,DATE,,,en,1.0
A few days,A few days,DATE,,,en,1.0
recent hours,recent hours,TIME,,,en,1.0
sheepfold,sheepfold,NORP,,,en,1.0
three months,three months,DATE,,,en,1.0
Odle,Odle,FAC,,,en,1.0
another century,another century,DATE,,,en,1.0
Melito Porto Salvo,Melito Porto Salvo,FAC,,,en,1.0
Tuesday 20 January,Tuesday 20 January,DATE,,,en,1.0
120km/h,120km/h,QUANTITY,,,en,1.0
four days,four days,DATE,,,en,1.0
approximately half,approximately half,CARDINAL,,,en,1.0
at least 48 hours,at least 48 hours,TIME,,,en,1.0
up to 180 mm,up to 180 mm,QUANTITY,,,en,1.0
11 January,11 January,DATE,,,en,1.0
the last 20 years,the last 20 years,DATE,,,en,1.0
the high season,the high season,DATE,,,en,1.0
last month,last month,DATE,,,en,1.0
up to 100 metres,up to 100 metres,QUANTITY,,,en,1.0
Discontinuity,Discontinuity,WORK_OF_ART,,,en,1.0
July,July,DATE,,,en,1.0
15,15,CARDINAL,,,en,1.0
70s,70s,DATE,,,en,1.0
the Brent de l'Art,the Brent de l'Art,FAC,,,en,1.0
the age of 89,the age of 89,DATE,,,en,1.0
1960,1960,DATE,,,en,1.0
La Volta Buona,La Volta Buona,WORK_OF_ART,,,en,1.0
La Volta Buona”,La Volta Buona”,WORK_OF_ART,,,en,1.0
Sunday 18 January,Sunday 18 January,DATE,,,en,1.0
Wednesday 21,Wednesday 21,DATE,,,en,1.0
300 mm,300 mm,QUANTITY,,,en,1.0
between Monday and Tuesday,between Monday and Tuesday,DATE,,,en,1.0
120 km/h,120 km/h,QUANTITY,,,en,1.0
the 20th,the 20th,DATE,,,en,1.0
